address,name,phone,rating,scraped_at,url,website
" 0074710A000020000, Dallas, TX 75228, United States",Melanie's Wood Work,"""+1 214-850-6925",1.0,2025-03-03T02:38:50.243639,https://www.google.com/maps/place/Melanie%27s+Wood+Work/data=!4m7!3m6!1s0x864ea13f6445c5ff:0x41aef3f8b50b2df7!8m2!3d32.8562936!4d-96.6715804!16s%2Fg%2F11ghfhjmcl!19sChIJ_8VFZD-hToYR9y0LtfjzrkE?authuser=0&hl=en&rclk=1,
" 1120 Katy St, Lancaster, TX 75146, United States",American Precision Routing,"""+1 214-914-0998",5.0,2025-03-03T02:38:53.001054,https://www.google.com/maps/place/American+Precision+Routing/data=!4m7!3m6!1s0x864e958aef79f383:0x3ebe6944c79e053f!8m2!3d32.6030431!4d-96.7513228!16s%2Fg%2F1tgtfxkb!19sChIJg_N574qVToYRPwWex0Rpvj4?authuser=0&hl=en&rclk=1,
,The Container Store Elfa Custom Closets - Baton Rouge,"""+1 888-266-8246",,2025-03-03T02:38:55.919555,https://www.google.com/maps/place/The+Container+Store+Elfa+Custom+Closets+-+Baton+Rouge/data=!4m7!3m6!1s0x864c2b87c0ef4b13:0xf0799ab76e9201c2!8m2!3d30.5159635!4d-91.164668!16s%2Fg%2F11nmlfck68!19sChIJE0vvwIcrTIYRwgGSbreaefA?authuser=0&hl=en&rclk=1,https://www.containerstore.com/custom-closets?cid=ns:maps:google:custom-closets:NOSTORE-baton-rough_la
,J&Sons Woodworking,"""+1 469-647-0829",5.0,2025-03-03T02:38:58.799323,https://www.google.com/maps/place/J%26Sons+Woodworking/data=!4m7!3m6!1s0x8c42c8a18a13f489:0xe0f2e84365839ab8!8m2!3d32.8849904!4d-97.031894!16s%2Fg%2F11k9jg7ncl!19sChIJifQTiqHIQowRuJqDZUPo8uA?authuser=0&hl=en&rclk=1,http://www.jandsonswoodworking.com/
" 422 Vernet St, Richardson, TX 75080, United States",Home Remodeling By Jeff,"""+1 214-622-0496",5.0,2025-03-03T02:39:01.751052,https://www.google.com/maps/place/Home+Remodeling+By+Jeff/data=!4m7!3m6!1s0x864e98c9c694eb55:0xd8fcdcaf83ad3c66!8m2!3d32.9665137!4d-96.731682!16s%2Fg%2F11d_5l2vhs!19sChIJVeuUxsmYToYRZjytg6_c_Ng?authuser=0&hl=en&rclk=1,
,Cowboy's Custom Carpentry and Paint,"""+1 972-836-2515",,2025-03-03T02:39:04.725401,https://www.google.com/maps/place/Cowboy%27s+Custom+Carpentry+and+Paint/data=!4m7!3m6!1s0xa800dd0aa6ffc269:0x1c1046547cd14e6!8m2!3d32.818504!4d-96.7320961!16s%2Fg%2F11sy02wfdk!19sChIJacL_pgrdAKgR5hTNR2UEwQE?authuser=0&hl=en&rclk=1,http://cowboyscustom.com/
" 908 Audelia Rd 200 210, Richardson, TX 75081, United States",Closet Maxx,"""+1 214-886-9398",,2025-03-03T02:39:07.849969,https://www.google.com/maps/place/Closet+Maxx/data=!4m7!3m6!1s0x864c1f36b476d81d:0x32fb07177c4b78e1!8m2!3d32.936412!4d-96.7205112!16s%2Fg%2F11v014nb5y!19sChIJHdh2tDYfTIYR4XhLfBcH-zI?authuser=0&hl=en&rclk=1,https://www.closetmaxx.com/
" 272 W Lawson Rd Trlr 248b, Dallas, TX 75253, United States",SouthEast Construction,"""+1 214-791-2447",5.0,2025-03-03T02:39:10.932233,https://www.google.com/maps/place/SouthEast+Construction/data=!4m7!3m6!1s0x85e2c0f27b928fd9:0x4f9ae1300bec344f!8m2!3d32.69392!4d-96.5739032!16s%2Fg%2F11p_3dm492!19sChIJ2Y-Se_LA4oURTzTsCzDhmk8?authuser=0&hl=en&rclk=1,https://southeastconstruction.com/
" 3415 Custer Rd #127, Plano, TX 75023, United States",Andy OnCall Handyman Service,"""+1 972-312-8009",3.4,2025-03-03T02:39:14.094244,https://www.google.com/maps/place/Andy+OnCall+Handyman+Service/data=!4m7!3m6!1s0x864c186f6286238b:0x4fa71f0cc499397c!8m2!3d33.0435159!4d-96.735197!16s%2Fg%2F1txy2rdm!19sChIJiyOGYm8YTIYRfDmZxAwfp08?authuser=0&hl=en&rclk=1,http://www.andyoncall.com/dallasplano-tx
" 903 N Bowser Rd #360, Richardson, TX 75081, United States",All In 1 Handyman,"""+1 469-970-5805",4.9,2025-03-03T02:39:17.058235,https://www.google.com/maps/place/All+In+1+Handyman/data=!4m7!3m6!1s0x864c1c5398445891:0xb56a5a3ee487730d!8m2!3d32.956832!4d-96.714706!16s%2Fg%2F11f0_dqd11!19sChIJkVhEmFMcTIYRDXOH5D5aarU?authuser=0&hl=en&rclk=1,https://allin1dallas.com/
" 4501 Bobtown Rd, Garland, TX 75043, United States",Burkleo Home Improvement,"""+1 972-771-9474",,2025-03-03T02:39:20.142517,https://www.google.com/maps/place/Burkleo+Home+Improvement/data=!4m7!3m6!1s0x864ea89190359845:0x7ddad9d30e3608a0!8m2!3d32.8487421!4d-96.563034!16s%2Fg%2F11bzth1h_6!19sChIJRZg1kJGoToYRoAg2DtPZ2n0?authuser=0&hl=en&rclk=1,
,TH 10 Remodeling,"""+1 817-966-7380",3.7,2025-03-03T02:39:23.552685,https://www.google.com/maps/place/TH+10+Remodeling/data=!4m7!3m6!1s0x64d543138983c211:0xa84cd673586a1de0!8m2!3d32.771955!4d-97.2447654!16s%2Fg%2F11stjqjb6g!19sChIJEcKDiRND1WQR4B1qWHPWTKg?authuser=0&hl=en&rclk=1,http://www.th-ten.com/
" Seminary Dr, Plano, TX 75075, United States",Carpenter's Roofing & Contracting,,,2025-03-03T02:39:26.656789,https://www.google.com/maps/place/Carpenter%27s+Roofing+%26+Contracting/data=!4m7!3m6!1s0x864e89098f9e144d:0x19c6a16d31c04051!8m2!3d33.0239088!4d-96.7320488!16s%2Fg%2F11h3jdkzsv!19sChIJTRSejwmJToYRUUDAMW2hxhk?authuser=0&hl=en&rclk=1,
,BRUSHWORX,"""+1 972-489-6652",5.0,2025-03-03T02:39:29.551980,https://www.google.com/maps/place/BRUSHWORX/data=!4m7!3m6!1s0x864ea68fffffffff:0x9a6d69062e9742b9!8m2!3d32.6744516!4d-96.8130595!16s%2Fg%2F11b7d3g_nl!19sChIJ_____4-mToYRuUKXLgZpbZo?authuser=0&hl=en&rclk=1,http://www.facebook.com/pages/brushworx/944624128912398
" 2943 Seevers Ave, Dallas, TX 75216, United States",JLC custom trim cabinets and stairs,"""+1 972-374-7204",4.2,2025-03-03T02:39:32.525130,https://www.google.com/maps/place/JLC+custom+trim+cabinets+and+stairs/data=!4m7!3m6!1s0x864e97c5ea057bbb:0x9c3da1d7cb9aa14a!8m2!3d32.7098449!4d-96.8220576!16s%2Fg%2F11wj41blrj!19sChIJu3sF6sWXToYRSqGay9ehPZw?authuser=0&hl=en&rclk=1,https://www.jlccustomtrimcabinetsandstairs.com/
,Kitchen Solutions Dallas,"""+1 972-800-2572",,2025-03-03T02:39:35.428361,https://www.google.com/maps/place/Kitchen+Solutions+Dallas/data=!4m7!3m6!1s0x864c1888dd0b9ed1:0x23ca3f10fb6002b4!8m2!3d32.9878321!4d-96.846758!16s%2Fg%2F12hlztdrt!19sChIJ0Z4L3YgYTIYRtAJg-xA_yiM?authuser=0&hl=en&rclk=1,
" 2710 W Division St, Arlington, TX 76012, United States",AEP Millwork,"""+1 817-522-4542",4.7,2025-03-03T02:39:38.421944,https://www.google.com/maps/place/AEP+Millwork/data=!4m7!3m6!1s0x864e7cf41ba8ef8b:0x3347fa210bc86263!8m2!3d32.7351048!4d-97.152588!16s%2Fg%2F11b7q4mmfz!19sChIJi--oG_R8ToYRY2LICyH6RzM?authuser=0&hl=en&rclk=1,
,Tibs Handyman & Carpentry Services,"""+1 207-610-4127",,2025-03-03T02:39:41.167000,https://www.google.com/maps/place/Tibs+Handyman+%26+Carpentry+Services/data=!4m7!3m6!1s0x864e63766e6fcbd5:0x13133e9ff18be545!8m2!3d32.5639794!4d-97.0669865!16s%2Fg%2F11ckvbt7gs!19sChIJ1ctvbnZjToYRReWL8Z8-ExM?authuser=0&hl=en&rclk=1,https://www.facebook.com/tibscarpentry/
" 1182 Explorer St suite b, Duncanville, TX 75137, United States",Kingdom Keys Construction LLC,"""+1 469-552-8412",4.4,2025-03-03T02:39:44.295152,https://www.google.com/maps/place/Kingdom+Keys+Construction+LLC/data=!4m7!3m6!1s0x864e913e6af6f22b:0x6151d99890e42a43!8m2!3d32.6382313!4d-96.9230511!16s%2Fg%2F11fn2jfslz!19sChIJK_L2aj6RToYRQyrkkJjZUWE?authuser=0&hl=en&rclk=1,http://kingdomkeysconstruction.com/
" 2359 Blue Smoke Ct N, Fort Worth, TX 76105, United States",Rodriguez Custom Cabinets,"""+1 817-308-7745",5.0,2025-03-03T02:39:47.352431,https://www.google.com/maps/place/Rodriguez+Custom+Cabinets/data=!4m7!3m6!1s0x864e715506c86f29:0xea172c057b6fa3c9!8m2!3d32.7422971!4d-97.2960159!16s%2Fg%2F11k517spv8!19sChIJKW_IBlVxToYRyaNvewUsF-o?authuser=0&hl=en&rclk=1,
,JGG Framing,"""+1 469-537-8979",4.5,2025-03-03T02:39:50.282970,https://www.google.com/maps/place/JGG+Framing/data=!4m7!3m6!1s0x6723df7d86e377b3:0xcc8462e2f0b1a792!8m2!3d32.8032015!4d-96.515249!16s%2Fg%2F11sn_4z_2_!19sChIJs3fjhn3fI2cRkqex8OJihMw?authuser=0&hl=en&rclk=1,http://jggframing.com/
" 11319 Tantor Rd A, Dallas, TX 75229, United States",IMS,"""+1 972-869-9892",5.0,2025-03-03T02:39:53.134255,https://www.google.com/maps/place/IMS/data=!4m7!3m6!1s0x864c27fa430a01f9:0x9f4f307de6399f2e!8m2!3d32.8941126!4d-96.912885!16s%2Fg%2F1w97vswp!19sChIJ-QEKQ_onTIYRLp855n0wT58?authuser=0&hl=en&rclk=1,http://www.innovativemillworksystems.com/contact/
" 3814 Marquis Dr suite 105, Garland, TX 75042, United States",Leomark custom cabinets,,5.0,2025-03-03T02:39:56.226676,https://www.google.com/maps/place/Leomark+custom+cabinets/data=!4m7!3m6!1s0x864c1fe2efe77f7d:0xa7b6f2b22579ccfe!8m2!3d32.9012622!4d-96.6891641!16s%2Fg%2F11r_cnlyhn!19sChIJfX_n7-IfTIYR_sx5JbLytqc?authuser=0&hl=en&rclk=1,
" 2300 W Marshall Dr, Grand Prairie, TX 75051, United States",Ameritech Millworks LP,"""+1 817-640-8133",4.8,2025-03-03T02:39:59.374821,https://www.google.com/maps/place/Ameritech+Millworks+LP/data=!4m7!3m6!1s0x864e873dc31e9d85:0x4f359128c6d491b7!8m2!3d32.7214052!4d-97.0368741!16s%2Fg%2F1wh4g808!19sChIJhZ0ewz2HToYRt5HUxiiRNU8?authuser=0&hl=en&rclk=1,
" 1721 Stella St, Fort Worth, TX 76104, United States",R&G Cabinets LLC,,5.0,2025-03-03T02:40:02.353960,https://www.google.com/maps/place/R%26G+Cabinets+LLC/data=!4m7!3m6!1s0x864e71c36baae2d9:0x7d619f2f230c99a9!8m2!3d32.7413259!4d-97.3036131!16s%2Fg%2F11ngdmgyh3!19sChIJ2eKqa8NxToYRqZkMIy-fYX0?authuser=0&hl=en&rclk=1,
" 875 Haltom Rd, Fort Worth, TX 76117, United States",Champion Custom Cabinets,"""+1 817-834-8552",4.0,2025-03-03T02:40:05.357269,https://www.google.com/maps/place/Champion+Custom+Cabinets/data=!4m7!3m6!1s0x864e70b2e6f0d653:0x385e348409de9124!8m2!3d32.7758744!4d-97.2782848!16s%2Fg%2F1tdfnp2n!19sChIJU9bw5rJwToYRJJHeCYQ0Xjg?authuser=0&hl=en&rclk=1,
" 650 State Hwy 121 #412, Lewisville, TX 75057, United States",Your Handyman DFW,"""+1 214-856-7260",4.9,2025-03-03T02:40:08.509631,https://www.google.com/maps/place/Your+Handyman+DFW/data=!4m7!3m6!1s0x864c28efb3d06b5d:0x214aec11fc26f1f0!8m2!3d33.0391106!4d-96.9842528!16s%2Fg%2F1vs5x3jd!19sChIJXWvQs-8oTIYR8PEm_BHsSiE?authuser=0&hl=en&rclk=1,https://yourhandymandfw.com/
,Galloglass Carpentry and Woodworking,"""+1 817-849-4316",,2025-03-03T02:40:11.521266,https://www.google.com/maps/place/Galloglass+Carpentry+and+Woodworking/data=!4m7!3m6!1s0x48a7f2848f2af299:0x2095cec632450240!8m2!3d32.7989149!4d-97.3155424!16s%2Fg%2F11s1b0pwr2!19sChIJmfIqj4Typ0gRQAJFMsbOlSA?authuser=0&hl=en&rclk=1,
" 12000 Ford Rd #285, Dallas, TX 75234, United States",Prestige Custom Cabinets Dallas,"""+1 866-497-8184",,2025-03-03T02:40:14.605930,https://www.google.com/maps/place/Prestige+Custom+Cabinets+Dallas/data=!4m7!3m6!1s0x864c27c4534d0f07:0xb06baf83982ec1c3!8m2!3d32.9123347!4d-96.8898351!16s%2Fg%2F11gmv5l5qy!19sChIJBw9NU8QnTIYRw8EumIOva7A?authuser=0&hl=en&rclk=1,
" 3605 E Kiest Blvd, Dallas, TX 75203, United States",Watson & Cochran,"""+1 214-943-2033",5.0,2025-03-03T02:40:17.686655,https://www.google.com/maps/place/Watson+%26+Cochran/data=!4m7!3m6!1s0x864e98342aa38ff3:0xdfed9c8684e0f954!8m2!3d32.7351298!4d-96.7863175!16s%2Fg%2F1trxf323!19sChIJ84-jKjSYToYRVPnghIac7d8?authuser=0&hl=en&rclk=1,http://www.watsonandcochran.com/
" 848C Trent St, Kennedale, TX 76060, United States",Francisco's Custom Cabinets,,,2025-03-03T02:40:20.708390,https://www.google.com/maps/place/Francisco%27s+Custom+Cabinets/data=!4m7!3m6!1s0x864e6510319d5261:0xfbeb88d41be0afd6!8m2!3d32.6572919!4d-97.2352417!16s%2Fg%2F11fy_fybjg!19sChIJYVKdMRBlToYR1q_gG9SI6_s?authuser=0&hl=en&rclk=1,
" 3680 Dilido Rd #104, Dallas, TX 75228, United States",Wood Gem,"""+1 214-773-1394",4.8,2025-03-03T02:40:23.689874,https://www.google.com/maps/place/Wood+Gem/data=!4m7!3m6!1s0x864ea069d2a2f405:0x99caff632757d69d!8m2!3d32.7997436!4d-96.6871109!16s%2Fg%2F1tvym5gq!19sChIJBfSi0mmgToYRndZXJ2P_ypk?authuser=0&hl=en&rclk=1,http://www.woodgemcustomcabinets.com/
,Quality Custom Carpentry,"""+1 682-213-8626",,2025-03-03T02:40:26.415447,https://www.google.com/maps/place/Quality+Custom+Carpentry/data=!4m7!3m6!1s0x864e895a0fc8b87f:0x63c072b48a0f6b84!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11svtjn83h!19sChIJf7jID1qJToYRhGsPirRywGM?authuser=0&hl=en&rclk=1,
,Quality Custom Carpentry,"""+1 682-564-2196",,2025-03-03T02:40:29.072433,https://www.google.com/maps/place/Quality+Custom+Carpentry/data=!4m7!3m6!1s0x17fb7fb0e72abbd:0x1d7c176d39bfce28!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11v130tn4p!19sChIJvatyDvu3fwERKM6_OW0XfB0?authuser=0&hl=en&rclk=1,
" 318 W Kennedale Pkwy, Kennedale, TX 76060, United States",Mike Conkle Custom Cabinets,"""+1 817-483-9658",5.0,2025-03-03T02:40:31.941221,https://www.google.com/maps/place/Mike+Conkle+Custom+Cabinets/data=!4m7!3m6!1s0x864e65017ba3a4bd:0xe8a316f9d9e81526!8m2!3d32.6506636!4d-97.2249672!16s%2Fg%2F1tlbjznj!19sChIJvaSjewFlToYRJhXo2fkWo-g?authuser=0&hl=en&rclk=1,http://mikeconkle.com/
" 1730 College Ave, Fort Worth, TX 76110, United States",Voise Furniture & Cabinetry,"""+1 817-922-0981",1.0,2025-03-03T02:40:34.966075,https://www.google.com/maps/place/Voise+Furniture+%26+Cabinetry/data=!4m7!3m6!1s0x864e719ea0f63c9f:0xc3bb345f91036178!8m2!3d32.7248655!4d-97.3352767!16s%2Fg%2F1tf2y62y!19sChIJnzz2oJ5xToYReGEDkV80u8M?authuser=0&hl=en&rclk=1,
" 110 Industrial Dr, Kennedale, TX 76060, United States",Charly Custom Cabinets LLC.,"""+1 817-235-1947",5.0,2025-03-03T02:40:37.870274,https://www.google.com/maps/place/Charly+Custom+Cabinets+LLC./data=!4m7!3m6!1s0x864e65ea39d7b72b:0x19747b174209b66!8m2!3d32.6562745!4d-97.2297029!16s%2Fg%2F11q2ymvfl_!19sChIJK7fXOeplToYRZpsgdLFHlwE?authuser=0&hl=en&rclk=1,
,Cabinet Transformer,"""+1 214-892-5115",4.8,2025-03-03T02:40:40.891552,https://www.google.com/maps/place/Cabinet+Transformer/data=!4m7!3m6!1s0x864e7d9d38a0521d:0x20858598cd21cdf2!8m2!3d32.4399545!4d-96.963595!16s%2Fg%2F11j0sdsbyj!19sChIJHVKgOJ19ToYR8s0hzZiFhSA?authuser=0&hl=en&rclk=1,http://cabinettransformer.com/
" 520 E Vine St Box 40, Keller, TX 76248, United States",Dragon's Eye Construction,"""+1 817-480-2591",5.0,2025-03-03T02:40:43.983926,https://www.google.com/maps/place/Dragon%27s+Eye+Construction/data=!4m7!3m6!1s0x864dd781c7b8d645:0x665d155278c6c526!8m2!3d32.9314703!4d-97.2426194!16s%2Fg%2F11r1s70b4x!19sChIJRda4x4HXTYYRJsXGeFIVXWY?authuser=0&hl=en&rclk=1,
