name,address,phone,website,rating,url,scraped_at
Tidal Remodeling,"
5375 Avenida Encinas # A, Carlsbad, CA 92008, United States","
+1 760-990-7890",https://tidalremodeling.com/,5.0,https://www.google.com/maps/place/Tidal+Remodeling/data=!4m7!3m6!1s0x80dc7316f2866bed:0x5a0b7605f6de3919!8m2!3d33.129207!4d-117.327396!16s%2Fg%2F11stv5jvqp!19sChIJ7WuG8hZz3IARGTne9gV2C1o?authuser=0&hl=en&rclk=1,2025-04-03T18:28:58.755911
"Approved Contractor, Inc.",,"
+1 619-724-4099",https://approvedcontractorinc.com/san-diego/?utm_source=GMBlisting&utm_medium=organic,4.9,"https://www.google.com/maps/place/Approved+Contractor,+Inc./data=!4m7!3m6!1s0x80d955f7f2edb865:0xe17943f2322efa84!8m2!3d33.0169285!4d-116.8460104!16s%2Fg%2F11qpvgq93y!19sChIJZbjt8vdV2YARhPouMvJDeeE?authuser=0&hl=en&rclk=1",2025-04-03T18:29:01.892609
San Diego Flat Roof & Repair,,"
+1 619-494-2188",https://sdflatroof.com/,5.0,https://www.google.com/maps/place/San+Diego+Flat+Roof+%26+Repair/data=!4m7!3m6!1s0x80dbffcf242ef42f:0xf62654c96a6cfa56!8m2!3d33.0169285!4d-116.8460104!16s%2Fg%2F1tdm8m3f!19sChIJL_QuJM__24ARVvpsaslUJvY?authuser=0&hl=en&rclk=1,2025-04-03T18:29:05.013031
No Limit Roofing,,"
+1 760-803-2314",https://nolimitroofingca.com/,4.8,https://www.google.com/maps/place/No+Limit+Roofing/data=!4m7!3m6!1s0x80dc0b9cf5e61fbb:0x3797811ce0998d87!8m2!3d32.8615324!4d-117.1327195!16s%2Fg%2F11gnpv81cl!19sChIJux_m9ZwL3IARh42Z4ByBlzc?authuser=0&hl=en&rclk=1,2025-04-03T18:29:08.075814
Valenz Roofing,,"
+1 442-237-1960",https://www.facebook.com/profile.php?id=100090478982217&mibextid=LQQJ4d,5.0,https://www.google.com/maps/place/Valenz+Roofing/data=!4m7!3m6!1s0x80dbf3c270aea745:0xdc6706ade7e0d89c!8m2!3d32.865756!4d-105.865016!16s%2Fg%2F11rc856_3g!19sChIJRaeucMLz24ARnNjg560GZ9w?authuser=0&hl=en&rclk=1,2025-04-03T18:29:11.165025
Boyce's Roofing & Repair,"
4083 Oceanside Blvd #D, Oceanside, CA 92056, United States","
+1 760-583-9326",https://www.boycesroofing.com/,4.9,https://www.google.com/maps/place/Boyce%27s+Roofing+%26+Repair/data=!4m7!3m6!1s0x80dc714013f276f5:0x559844787a44c518!8m2!3d33.2046862!4d-117.2899462!16s%2Fg%2F11c52_ldjf!19sChIJ9XbyE0Bx3IARGMVEenhEmFU?authuser=0&hl=en&rclk=1,2025-04-03T18:29:14.755901
Chris Jackson Roofing,,"
+1 619-997-2804",https://www.chrisjacksonroofing.com/,5.0,https://www.google.com/maps/place/Chris+Jackson+Roofing/data=!4m7!3m6!1s0x80d957bee9abfed1:0x68178ac428cde210!8m2!3d33.0169285!4d-116.8460104!16s%2Fg%2F11m443tb3j!19sChIJ0f6r6b5X2YAREOLNKMSKF2g?authuser=0&hl=en&rclk=1,2025-04-03T18:29:17.893466
Coast Roofing Services,,"
+1 858-325-9045",http://www.coastroofingservices.com/,5.0,https://www.google.com/maps/place/Coast+Roofing+Services/data=!4m7!3m6!1s0xb126a92ca4239a5:0xa1ef8ebef5ea5d6b!8m2!3d33.0169285!4d-116.8460104!16s%2Fg%2F11k52npgrt!19sChIJpTlCypJqEgsRa13q9b6O76E?authuser=0&hl=en&rclk=1,2025-04-03T18:29:20.897129
Regal Roofing,"
2701 Avenida de Anita, Carlsbad, CA 92010, United States","
+1 760-903-5873",https://regalroofingllc.com/carlsbad-ca/,5.0,https://www.google.com/maps/place/Regal+Roofing/data=!4m7!3m6!1s0x80dc71e754d22869:0xc5e66b318c7f1ef4!8m2!3d33.1775201!4d-117.3223604!16s%2Fg%2F11stg3mnyd!19sChIJaSjSVOdx3IAR9B5_jDFr5sU?authuser=0&hl=en&rclk=1,2025-04-03T18:29:24.252079
DaBella,"
3333 Camino del Rio S UNIT 230, San Diego, CA 92108, United States","
+1 619-826-0582",https://dabella.us/location/san-diego/,4.6,https://www.google.com/maps/place/DaBella/data=!4m7!3m6!1s0x80dc0731874119c5:0xbbb373d9baad7dd4!8m2!3d32.7757166!4d-117.1214051!16s%2Fg%2F11r9dlz62k!19sChIJxRlBhzEH3IAR1H2tutlzs7s?authuser=0&hl=en&rclk=1,2025-04-03T18:29:27.706581
EZ Solar & Roofing,"
1076 Broadway, El Cajon, CA 92021, United States","
+1 619-613-9016",http://www.ezsolarelectric.com/,4.8,https://www.google.com/maps/place/EZ+Solar+%26+Roofing/data=!4m7!3m6!1s0x80d94c29883b6a23:0x14a401f0438a902f!8m2!3d32.807969!4d-116.9451307!16s%2Fg%2F11dztsyrn8!19sChIJI2o7iClM2YARL5CKQ_ABpBQ?authuser=0&hl=en&rclk=1,2025-04-03T18:29:30.956006
West Coast Roofing & Construction,"
13446 Poway Rd #247, Poway, CA 92064, United States","
+1 858-487-4300",https://westcoastsd.com/,3.0,https://www.google.com/maps/place/West+Coast+Roofing+%26+Construction/data=!4m7!3m6!1s0x80dbf0aa1c6d4d17:0x1b23637d2fc2a7f8!8m2!3d32.9576825!4d-117.0389744!16s%2Fg%2F1t_hz8j4!19sChIJF01tHKrw24AR-KfCL31jIxs?authuser=0&hl=en&rclk=1,2025-04-03T18:29:33.918759
"Araujo Roofing, Inc.",,"
+1 760-532-4673",http://araujoroofinginc.com/,4.7,"https://www.google.com/maps/place/Araujo+Roofing,+Inc./data=!4m7!3m6!1s0x80dbf534ade740bf:0x1b9cb48da9b51570!8m2!3d33.0169285!4d-116.8460104!16s%2Fg%2F11m42856fc!19sChIJv0DnrTT124ARcBW1qY20nBs?authuser=0&hl=en&rclk=1",2025-04-03T18:29:37.113863
TS Construction Windows & Roofing,"
7933 Silverton Ave Ste 716, San Diego, CA 92126, United States","
+1 858-267-6111",https://tsconstructioninc.com/,5.0,https://www.google.com/maps/place/TS+Construction+Windows+%26+Roofing/data=!4m7!3m6!1s0x80dbf91355868849:0x20f3ddf329e525db!8m2!3d32.8898442!4d-117.1506308!16s%2Fg%2F11svfy9ph3!19sChIJSYiGVRP524AR2yXlKfPd8yA?authuser=0&hl=en&rclk=1,2025-04-03T18:29:40.200708
Angels Roofing,"
1537 H St, Ramona, CA 92065, United States","
+1 619-733-9120",http://www.angelsroofingservices.com/,5.0,https://www.google.com/maps/place/Angels+Roofing/data=!4m7!3m6!1s0x4f7f00a14f13946b:0x8abf1422abf03862!8m2!3d33.0329509!4d-116.8740846!16s%2Fg%2F11tcr1snxm!19sChIJa5QTT6EAf08RYjjwqyIUv4o?authuser=0&hl=en&rclk=1,2025-04-03T18:29:43.253620
BH Construction Services,"
3026 Midway Dr E-1, San Diego, CA 92110, United States","
+1 619-237-4070",http://bhcentral.com/,3.0,https://www.google.com/maps/place/BH+Construction+Services/data=!4m7!3m6!1s0xa0b3729df60d244d:0xc42f9bd194553!8m2!3d32.7502353!4d-117.2063695!16s%2Fg%2F11qg0h1qxm!19sChIJTSQN9p1ys6ARU0UZvflCDAA?authuser=0&hl=en&rclk=1,2025-04-03T18:29:46.792912
JCVP ROOFING,,"
+1 619-735-4835",https://www.jcvproofing.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4838178011705261887,5.0,https://www.google.com/maps/place/JCVP+ROOFING/data=!4m7!3m6!1s0x80d959e13c2dc971:0xfd63f3c895851315!8m2!3d32.8244879!4d-117.1027679!16s%2Fg%2F11tg56pcnf!19sChIJccktPOFZ2YARFROFlcjzY_0?authuser=0&hl=en&rclk=1,2025-04-03T18:29:49.881380
Aqua MG Roofing and Panting,,"
+1 760-644-6317",https://aquamgrp.com/,5.0,https://www.google.com/maps/place/Aqua+MG+Roofing+and+Panting/data=!4m7!3m6!1s0x4e3a7560e3009b71:0xd3315158f501dcea!8m2!3d33.0169285!4d-116.8460104!16s%2Fg%2F11sxx50ydr!19sChIJcZsA42B1Ok4R6twB9VhRMdM?authuser=0&hl=en&rclk=1,2025-04-03T18:29:52.935639
HP Commercial Roofing Pro,"
4660 La Jolla Village Dr Suite 100, San Diego, CA 92122, United States","
+1 800-842-8029",https://hproofingpro.com/commercial-roofing-contractors-in-san-diego-county/?utm_source=gmb&utm_medium=local_seo&utm_campaign=localfinder,5.0,https://www.google.com/maps/place/HP+Commercial+Roofing+Pro/data=!4m7!3m6!1s0x80dc07b48351deb7:0x820fb51e7982db8f!8m2!3d32.8746873!4d-117.2067256!16s%2Fg%2F11r6klrsfl!19sChIJt95Rg7QH3IARj9uCeR61D4I?authuser=0&hl=en&rclk=1,2025-04-03T18:29:56.409856
"Premium Roof Services, Inc.","
659 Grand Ave, Spring Valley, CA 91977, United States","
+1 619-239-8880",https://www.premiumroofservices.com/,5.0,"https://www.google.com/maps/place/Premium+Roof+Services,+Inc./data=!4m7!3m6!1s0x80d95383670406c1:0x74cc17fd5db6b0a0!8m2!3d32.7095305!4d-116.9970383!16s%2Fg%2F1tcv1qyb!19sChIJwQYEZ4NT2YARoLC2Xf0XzHQ?authuser=0&hl=en&rclk=1",2025-04-03T18:30:00.706691
